,i/cout,\lam/\lam_max,stage
0,0.0,1.0,1
1,0.015625,0.8515183329582214,1
2,0.03125,0.8391241431236267,1
3,0.046875,0.8146655559539795,1
4,0.0625,0.778598964214325,1
5,0.078125,0.7719994187355042,1
6,0.09375,0.7485427856445312,1
7,0.109375,0.738596498966217,1
8,0.125,0.7332449555397034,1
9,0.140625,0.6945616602897644,1
10,0.15625,0.6623840928077698,1
11,0.171875,0.6345483660697937,1
12,0.1875,0.622225284576416,1
13,0.203125,0.6019527912139893,1
14,0.21875,0.5753440260887146,1
15,0.234375,0.5676679611206055,1
16,0.25,0.5612180233001709,1
17,0.265625,0.540429413318634,1
18,0.28125,0.5185987949371338,1
19,0.296875,0.49736928939819336,1
20,0.3125,0.4794025123119354,1
21,0.328125,0.46937501430511475,1
22,0.34375,0.46500298380851746,1
23,0.359375,0.44664156436920166,1
24,0.375,0.4354286789894104,1
25,0.390625,0.41932597756385803,1
26,0.40625,0.4054487645626068,1
27,0.421875,0.39479637145996094,1
28,0.4375,0.3824811279773712,1
29,0.453125,0.3725389838218689,1
30,0.46875,0.36460545659065247,1
31,0.484375,0.35817208886146545,1
32,0.5,0.35417062044143677,1
33,0.515625,0.34410691261291504,1
34,0.53125,0.332879900932312,1
35,0.546875,0.32259294390678406,1
36,0.5625,0.3150148391723633,1
37,0.578125,0.31173738837242126,1
38,0.59375,0.29872632026672363,1
39,0.609375,0.2923527956008911,1
40,0.625,0.29158130288124084,1
41,0.640625,0.28172945976257324,1
42,0.65625,0.2729877531528473,1
43,0.671875,0.2675192356109619,1
44,0.6875,0.2620718479156494,1
45,0.703125,0.2617773711681366,1
46,0.71875,0.2524060010910034,1
47,0.734375,0.24876004457473755,1
48,0.75,0.24287787079811096,1
49,0.765625,0.2404874712228775,1
50,0.78125,0.2359229028224945,1
51,0.796875,0.2350461781024933,1
52,0.8125,0.22767367959022522,1
53,0.828125,0.22181463241577148,1
54,0.84375,0.2186572402715683,1
55,0.859375,0.2147727608680725,1
56,0.875,0.20882724225521088,1
57,0.890625,0.20149990916252136,1
58,0.90625,0.19927191734313965,1
59,0.921875,0.19342198967933655,1
60,0.9375,0.18804022669792175,1
61,0.953125,0.18039549887180328,1
62,0.96875,0.17443902790546417,1
63,0.984375,0.1650061458349228,1
64,0.0,1.0,2
65,0.0078125,0.9578691720962524,2
66,0.015625,0.955958902835846,2
67,0.0234375,0.9385844469070435,2
68,0.03125,0.91813063621521,2
69,0.0390625,0.9010301232337952,2
70,0.046875,0.8946864008903503,2
71,0.0546875,0.8759605288505554,2
72,0.0625,0.8584679365158081,2
73,0.0703125,0.8523761630058289,2
74,0.078125,0.8400579690933228,2
75,0.0859375,0.8256760239601135,2
76,0.09375,0.819668710231781,2
77,0.1015625,0.8123953342437744,2
78,0.109375,0.803706169128418,2
79,0.1171875,0.7904469966888428,2
80,0.125,0.7857264876365662,2
81,0.1328125,0.7733837962150574,2
82,0.140625,0.7620106339454651,2
83,0.1484375,0.7380309104919434,2
84,0.15625,0.7323735356330872,2
85,0.1640625,0.728154182434082,2
86,0.171875,0.7185308337211609,2
87,0.1796875,0.7053416967391968,2
88,0.1875,0.692499041557312,2
89,0.1953125,0.687511682510376,2
90,0.203125,0.6740942597389221,2
91,0.2109375,0.6658931970596313,2
92,0.21875,0.6560806035995483,2
93,0.2265625,0.6457180976867676,2
94,0.234375,0.6378883123397827,2
95,0.2421875,0.6334553360939026,2
96,0.25,0.6301426291465759,2
97,0.2578125,0.6229133009910583,2
98,0.265625,0.6183732151985168,2
99,0.2734375,0.6099933385848999,2
100,0.28125,0.6021750569343567,2
101,0.2890625,0.5962398648262024,2
102,0.296875,0.5897993445396423,2
103,0.3046875,0.5802181363105774,2
104,0.3125,0.5706537365913391,2
105,0.3203125,0.5688505172729492,2
106,0.328125,0.5528053641319275,2
107,0.3359375,0.5476940274238586,2
108,0.34375,0.5416160821914673,2
109,0.3515625,0.5354145169258118,2
110,0.359375,0.5317131280899048,2
111,0.3671875,0.5240562558174133,2
112,0.375,0.5229372382164001,2
113,0.3828125,0.5117400884628296,2
114,0.390625,0.4965725243091583,2
115,0.3984375,0.49259355664253235,2
116,0.40625,0.4863247275352478,2
117,0.4140625,0.4791320264339447,2
118,0.421875,0.47427013516426086,2
119,0.4296875,0.46866628527641296,2
120,0.4375,0.46515315771102905,2
121,0.4453125,0.4627002477645874,2
122,0.453125,0.4616328179836273,2
123,0.4609375,0.45298248529434204,2
124,0.46875,0.44961562752723694,2
125,0.4765625,0.44245225191116333,2
126,0.484375,0.4388431906700134,2
127,0.4921875,0.43365994095802307,2
128,0.5,0.4306071698665619,2
129,0.5078125,0.423208087682724,2
130,0.515625,0.4212754964828491,2
131,0.5234375,0.4148091673851013,2
132,0.53125,0.4125051498413086,2
133,0.5390625,0.4053480923175812,2
134,0.546875,0.4002985656261444,2
135,0.5546875,0.3954150676727295,2
136,0.5625,0.3944045603275299,2
137,0.5703125,0.3884049654006958,2
138,0.578125,0.38430914282798767,2
139,0.5859375,0.3825293481349945,2
140,0.59375,0.37863248586654663,2
141,0.6015625,0.37575972080230713,2
142,0.609375,0.36726343631744385,2
143,0.6171875,0.3635271489620209,2
144,0.625,0.3588530123233795,2
145,0.6328125,0.3576316237449646,2
146,0.640625,0.3508743345737457,2
147,0.6484375,0.35030338168144226,2
148,0.65625,0.35011976957321167,2
149,0.6640625,0.34532710909843445,2
150,0.671875,0.3438645899295807,2
151,0.6796875,0.3387063443660736,2
152,0.6875,0.33434444665908813,2
153,0.6953125,0.3285333812236786,2
154,0.703125,0.32789990305900574,2
155,0.7109375,0.3252124786376953,2
156,0.71875,0.32185742259025574,2
157,0.7265625,0.3178534209728241,2
158,0.734375,0.3152104914188385,2
159,0.7421875,0.312941312789917,2
160,0.75,0.30992409586906433,2
161,0.7578125,0.30549800395965576,2
162,0.765625,0.3033127784729004,2
163,0.7734375,0.2986108362674713,2
164,0.78125,0.29642409086227417,2
165,0.7890625,0.2904607951641083,2
166,0.796875,0.2886240780353546,2
167,0.8046875,0.2851381301879883,2
168,0.8125,0.27988186478614807,2
169,0.8203125,0.27625566720962524,2
170,0.828125,0.2744036018848419,2
171,0.8359375,0.27186402678489685,2
172,0.84375,0.2702029049396515,2
173,0.8515625,0.264943391084671,2
174,0.859375,0.26299551129341125,2
175,0.8671875,0.2571907639503479,2
176,0.875,0.2569149136543274,2
177,0.8828125,0.25515806674957275,2
178,0.890625,0.2501751184463501,2
179,0.8984375,0.24801164865493774,2
180,0.90625,0.24391373991966248,2
181,0.9140625,0.24093686044216156,2
182,0.921875,0.23633240163326263,2
183,0.9296875,0.23436225950717926,2
184,0.9375,0.23249195516109467,2
185,0.9453125,0.22816908359527588,2
186,0.953125,0.22447745501995087,2
187,0.9609375,0.22121869027614594,2
188,0.96875,0.21511346101760864,2
189,0.9765625,0.21311457455158234,2
190,0.984375,0.20217886567115784,2
191,0.9921875,0.19365429878234863,2
192,0.0,1.0,3
193,0.00390625,0.9372794032096863,3
194,0.0078125,0.8511384129524231,3
195,0.01171875,0.79714435338974,3
196,0.015625,0.774594783782959,3
197,0.01953125,0.7424152493476868,3
198,0.0234375,0.7364627122879028,3
199,0.02734375,0.7166218757629395,3
200,0.03125,0.7049556970596313,3
201,0.03515625,0.6821996569633484,3
202,0.0390625,0.6742739677429199,3
203,0.04296875,0.6697326898574829,3
204,0.046875,0.6688161492347717,3
205,0.05078125,0.6480154991149902,3
206,0.0546875,0.6454135179519653,3
207,0.05859375,0.6363157033920288,3
208,0.0625,0.6309937238693237,3
209,0.06640625,0.6242977380752563,3
210,0.0703125,0.6135500073432922,3
211,0.07421875,0.6003654599189758,3
212,0.078125,0.5940802097320557,3
213,0.08203125,0.5807706117630005,3
214,0.0859375,0.5755420327186584,3
215,0.08984375,0.5731087327003479,3
216,0.09375,0.5696312785148621,3
217,0.09765625,0.558155357837677,3
218,0.1015625,0.5558764934539795,3
219,0.10546875,0.5500750541687012,3
220,0.109375,0.5479943752288818,3
221,0.11328125,0.5402123928070068,3
222,0.1171875,0.5351791381835938,3
223,0.12109375,0.5309296250343323,3
224,0.125,0.5273818373680115,3
225,0.12890625,0.5240421891212463,3
226,0.1328125,0.5222076177597046,3
227,0.13671875,0.519445538520813,3
228,0.140625,0.5166747570037842,3
229,0.14453125,0.5127829313278198,3
230,0.1484375,0.5090559720993042,3
231,0.15234375,0.5064722299575806,3
232,0.15625,0.5024299621582031,3
233,0.16015625,0.5015414953231812,3
234,0.1640625,0.4940895736217499,3
235,0.16796875,0.4894271194934845,3
236,0.171875,0.48899129033088684,3
237,0.17578125,0.4858434498310089,3
238,0.1796875,0.48249363899230957,3
239,0.18359375,0.4798625111579895,3
